,İlaç Adı
6774,"sunubis 12,5 mg sert kapsul"
6775,sunubis 25 mg sert kapsul (28 kapsul)
6776,sunubis 50 mg sert kapsul (14 kapsul)
6777,suprafen 400 mg 100 film tablet
6778,suprafen 400 mg 20 film tablet
6779,suprafen 400 mg 30 film tablet
6780,supravit pediatrik surup
6781,suprax 100 mg 100 ml suspansiyon
6782,suprax 100 mg 50 ml suspansiyon
6783,suprax 400 mg 10 film tablet
6784,suprax 400 mg 5 film tablet
6785,suprax-dt 400 mg dagilabilir tablet (10 tablet)
6786,suprax-dt 400 mg dagilabilir tablet (5 tablet)
6787,surgam 300 mg 20 tablet
6788,surgam retard 300 mg 20 tablet
6789,survanta intratrakeal suspansiyon 8 ml flakon
6790,sustanon  250 mg 1 ampul
6791,"sutent 12,5 mg 28 kapsul"
6792,sutent 25 mg 28 kapsul
6793,"sutent 37,5 mg kapsul (28 kapsul)"
6794,sutent 50 mg 14 kapsul
6795,"sutesgo 12,5 mg sert kapsul (28 kapsul)"
6796,sutesgo 25 mg sert kapsul (28 kapsul)
6797,"sutesgo 37,5 mg sert kapsul (28 kapsul)"
6798,sutesgo 50 mg sert kapsul (14 kapsul)
6799,sutril neo 10 mg uzatilmis salimli tablet (30 tablet)
6800,sutril neo 5 mg uzatilmis salimli tablet (30 tablet)
6801,symbicort forte turbuhaler 320/9 mcg doz inhalasyon icin 60 doz
6802,"symbicort pediatrik(6-12) turbohaler 80/4,5 mcg doz inhalasyon icin toz 120 doz"
6803,"symbicort turbuhaler 160/4,5 mcg doz inhalasyon icin 120 doz"
6804,"symbicort turbuhaler 160/4,5 mcg doz inhalasyon icin 60 doz"
6805,symra 150 mg 56 kapsul
6806,symra 225 mg sert kapsul (56 kapsul)
6807,symra 25 mg sert kapsul (56 kapsul)
6808,symra 300 mg sert kapsul (56 kapsul)
6809,symra 75 mg sert kapsul (14 kapsul)
6810,symra 75 mg sert kapsul (56 kapsul)
6811,"synagis 50 mg/0,5 ml im enjeksiyonluk cozelti iceren flakon (1 flakon)"
6812,"synjardy 12,5mg/1000 mg film kapli tablet (60 adet)"
6813,synjardy 5mg/1000 mg film kapli tablet (60 adet)
6814,synpitan fort 5 iu 3 ampul
6815,"systane lubrikant %0,4 + %0,3 goz damlasi, cozelti 15 ml"
6816,tabcal-d3 500 mg / 440 i.u. film kapli tablet (28 tablet)
6817,"tacrolin %0,03 merhem (30 gr)"
6818,"tacrolin %0,1 merhem (30 gr)"
6819,tadacia 20 mg film kapli tablet (4 tablet)
6820,tadacia 5 mg film kapli tablet (14 tablet)
6821,tadacia 5 mg film kapli tablet (28 adet)
6822,tadarter 20 mg film kapli tablet (60 tablet)
6823,tadlis 20 mg 4 efervesan tablet
6824,tadocel 20 mg/1 ml iv infuzyonluk  konsantre cozelti (1 flakon)
6825,tadocel 80 mg/4 ml iv infuzyonluk konsantre cozelti (1 flakon)
6826,tadolak fort 400 mg 14 film tablet
6827,tadolak fort 500 mg 14 film tablet
6828,tadolak sr 600 mg uzatilmis salimli film kapli tablet (10 tablet)
6829,tadon 5 mg film kapli tablet (28 tablet)
6830,tadon 5 mg fi̇lm kapli tablet (14 tablet)
6831,tafinlar 50 mg 120 kapsul
6832,tafinlar 75 mg 120 kapsul
6833,taglin 50 mg tablet (56 tablet)
6834,tagrisso 40 mg 28 film kapli tablet
6835,tagrisso 80 mg 28 film kapli tablet
6836,taksen 100 mg/17 ml iv enjeksiyonluk cozelti(1 flakon)
6837,taksen 150 mg/25 ml iv enjeksiyonluk cozelti(1 flakon)
6838,taksen 30 mg/5 ml iv enjeksiyonluk cozelti(1 flakon)
6839,taksen 300 mg/50 ml iv enjeksiyonluk cozelti(1 flakon)
6840,"taksidem 0,5 g im/iv enjeksiyon icin toz iceren flakon"
6841,taksidem 1 g im/iv enjeksiyon icin toz iceren flakon
6842,talavist 20 mg film kapli tablet (4 adet)
6843,talavist 5 mg film kapli tablet (28 adet)
6844,"talcid 0,5 gr 40 cig.tableti"
6845,talderol 90 mg film kapli tablet (56 tablet)
6846,"talinat 0,5mg/10ml 1 ampul"
6847,talzenna 0.25 mg sertkapsul (30 adet)
6848,talzenna 1 mg sertkapsul (30 adet)
6849,tamcef 125 mg / 5ml suspansiyon hazirlamak icin kuru toz
6850,tamcef 250 mg/5 ml suspansiyon hazirlamak icin kuru toz 100 ml
6851,tamcef 300 mg kapsul
6852,"tamidra mr 0,4 mg degistirilmis salimli 30 sert kapsul"
6853,tamol 500 mg 20 tablet
6854,tamovir 500 mg iv infuzyon icin liyofilize toz iceren flakon (1 flakon)
6855,tamoxifen 10 mg 30 tablet
6856,tamoxifen 20 mg 30 tablet
6857,tamoxit 10 mg 30 film tablet
6858,tamoxit 10 mg 60 film tablet
6859,tamoxit 20 mg film kapli tablet (30 tablet)
6860,"tamprost mr 0,4 mg 30 kapsul"
6861,"tamprost mr 0,4 mg 90 kapsul"
6862,tanelor 100 mg kontrollu salimli film kapli tablet (20 tablet)
6863,tanelor 50 mg kontrollu salimli 20 film kapli tablet
6864,"tanflex %0,15 oral sprey"
6865,"tanflex fort %0,3 oral sprey 15 ml"
6866,tanflex gargara
6867,tansifa 16/10 mg tablet (28 tablet)
6868,tansifa 16/5 mg tablet (28 tablet)
6869,tansifa 32 mg/10 mg tablet (28 tablet)
6870,tansifa plus 16 mg/10 mg/12.5 mg tablet (28 tablet)
6871,tansifa plus 16 mg/5 mg/12.5 mg tablet (28 tablet)
6872,tansifa plus 32 mg/10 mg/12.5 mg tablet (28 tablet)
6873,tansifa plus 32 mg/5 mg/12.5 mg tablet (28 tablet)
6874,tansiprex 20 mg/10 mg film kapli tablet (30 tablet)
6875,tansiprex 20 mg/10 mg film kapli tablet (90 tablet)
6876,tantum  50 mg kapli tablet
6877,tantum %5 50 gr jel
6878,"tantum verde % 0,15 oral sprey"
6879,"tantum verde 22,5 mg/15 ml gargara"
6880,"tantum verde duo % 0,15 / % 0,12 oral sprey,cozelti (30 ml)"
6881,"tantum verde duo 22,5 mg + 18 mg / 15 ml gargara"
6882,tantum verde duo forte 45 mg+18 mg/15 ml gargara
6883,tarbetax 500 mg 50 film tablet
6884,tarceva roche 100 mg 30 film kapli tablet
6885,tarceva roche 150 mg 30 film kapli tablet
6886,tarden 10 mg 30 film tablet
6887,tarden 20 mg 30 film tablet
6888,tarden 40 mg 30 film tablet
6889,tarden 80 mg 30 film tablet
6890,tardyferon 80 mg uzatilmis salimli kapli tablet
6891,targocid 200 mg 1 flakon
6892,targocid 400 mg 1 flakon
6893,tarka 180/2 28 film tablet
6894,tarka forte 240/4 28 film tablet
6895,tarlusal 5 mg 12 tablet
6896,tarsinib 150mg 30 film tablet
6897,tartada 150 mg film kapli tablet (30 tb)
6898,tasigna 200 mg 112 kapsul
6899,tavanic 500 mg 7 film tablet
6900,"taxatu 100 mg /16,7 ml iv infuzyonluk cozelti hazirlamak icin konsantre (1 flakon)"
6901,taxatu 150 mg /25 ml iv infuzyonluk cozelti hazirlamak icin konsantre (1 flakon)
6902,taxatu 30 mg /5 ml iv infuzyonluk cozelti hazirlamak icin konsantre (1 flakon)
6903,taxatu 300 mg /50 ml iv infuzyonluk cozelti hazirlamak icin konsantre (1 flakon)
6904,"tazacne % 0,1 krem"
6905,"tazared %0,05 jel (30 gr)"
6906,"tazeracin 2,25 g iv enjeksiyon ve infuzyon icin liyofilize toz iceren 1 flakon"
6907,"tazeracin 4,5 g iv enjeksiyon ve infuzyon icin liyofilize toz iceren 1 flakon"
6908,"tazoject 2,25 g iv enjeksiyonluk liyofilize toz iceren flakon"
6909,"tazoject 4,5 gr iv enjeksiyonluk liyofilize toz iceren flakon"
6910,"tazotene %0,1 60 g krem "
6911,"td-vac 0,5 ml im enjeksiyon icin suspansiyon iceren ampul"
6912,"tearon %0,05 oftalmik emulsiyon iceren tek dozluk 30 flakon"
6913,tears naturale 15 ml oft. sol
6914,teb vitamin b12 1000 mcg/ml im enjeksiyonluk cozelti (5x1 ml ampul)
6915,tebokan intens 120 mg film tablet
6916,tebokan special 80 mg 30 tablet
6917,tecar 240 mg/10 ml iv infuzyon cozeltisi iceren 6 ampul
6918,tecentriq 1200 mg/20 ml infuzyonluk cozelti hazirlamak icin konsantre
6919,tecentriq 840 mg/14 ml i̇nfüzyonluk çözelti̇ hazirlamak i̇çi̇n konsantre
6920,tecfidera 120 mg enterik sert kapsul (14 kapsul)
6921,tecfidera 240 mg enterik sert kapsul (56 kapsul)
6922,tefectus 2g/10 ml oral cozelti (10 flakon)
6923,teflimes 14 mg 28 film kapli tablet
6924,tegeline 10 g 200 ml iv enj. icin liyofilize toz iceren flakon
6925,tegeline 5 g 100 ml flakon
6926,teglix 120 mg 84 film kapli tablet
6927,"teglutik 5 mg/ml oral suspansiyon, 300 ml (1 sise)"
6928,tegretol %2 100 ml surup
6929,tegretol 200 mg 24 tablet
6930,tegretol cr 200 mg 20 tablet
6931,tegretol cr 400 mg 20 tablet
6932,teicoject 200 mg im/iv enjeksiyonluk cozelti hazirlamak icin toz ve cozucu
6933,teicoject 400 mg im/iv enjeksiyonluk cozelti hazirlamak icin toz ve cozucu
6934,teikopol 200 mg im/iv enjeksiyonluk cozelti hazirlamak icin toz ve cozucu (1 flakon+1 ampul)
6935,teikopol 400 mg im/iv enjeksiyonluk cozelti hazirlamak icin toz ve cozucu (1 flakon+1 ampul)
6936,tek kullanimlik insulin ignesi 30gx8mm
6937,tek kullanimlik insulin ignesi 31gx4mm
6938,tek kullanimlik insulin ignesi 31gx5mm
6939,tek kullanimlik insulin ignesi 31gx6mm
6940,tek kullanimlik insulin ignesi 31gx8mm
6941,tek kullanimlik insulin ignesi 32gx4mm
6942,tek kullanimlik insulin kalem ignesi 31gx4mm
6943,tekamen 100 mg/5 ml iv infuzyon coz.iceren 1 flakon
6944,tekamen 40 mg/2 ml iv infuzyon coz.iceren 1 flakon
6945,tekan-l 4 mg iv enjeksiyon icin liyofilize toz iceren flakon
6946,tekfin %1 15 gr krem
6947,tekfin %1 30 gr krem
6948,tekfin 250 mg 14 tablet
6949,tekfin 250 mg 28 tablet
6950,tekfin 30 ml sprey dermal %1
6951,tekosit 200 mg im/iv liyofilize toz iceren 1 ampul
6952,tekosit 400 mg im/iv liyofilize toz iceren 1 flakon
6953,telmodip 80 mg/10 mg 28 tablet
6954,telmodip 80 mg/5 mg 28 tablet
6955,"telmodip plus 80 mg / 5 mg / 12,5 mg tablet (30 tablet)"
6956,telmodip plus 80 mg /10 mg / 25 mg tablet (30 tablet)
6957,telvis 80 mg 28 tablet
6958,"telvis plus 80/12,5 28 tablet"
6959,temetex %01 10 gr krem
6960,temetex %01 10 gr merhem
6961,"temetex forte merhem %0,3 10 gr merhem"
6962,temodal 100 mg 5 kapsul
6963,temodal 20 mg 5 kapsul
6964,temodal 250 mg 5 kapsul
6965,temodal 5 mg 5 kapsul
6966,temomid 100 mg 5 kapsul
6967,temomid 20 mg 5 kapsul
6968,temomid 250 mg 5 kapsul
6969,temomid 5 mg 5 kapsul
6970,temozolid 100 mg 5 kapsul
6971,temozolid 20 mg 5 kapsul
6972,temozolid 250 mg kapsul
6973,tenipra 120 mg enterik sert kapsul (14 kapsul)
6974,tenipra 240 mg enterik sert kapsul (56 kapsul)
6975,tenoksan 20 mg kapsul (10 kapsul)
6976,tenoretic 100 mg/25 mg 28 film tablet
6977,"tenoretic 50 mg/12,5 mg 28 film tablet"
6978,tenoviral 245 mg 30 film kapli tablet
6979,tenribel 245 mg 30 film tablet
6980,tensart 16 mg 28 tablet
6981,tensart 32 mg 28 tablet
6982,tensart 8 mg 28 tablet
6983,"tensart plus 16/12,5 mg 28 tablet"
6984,"tensart plus 32 mg/12,5 mg 28 tablet"
6985,tensinor 100 mg 28 tablet
6986,tensinor 50 mg 28 tablet
6987,teobag 200 enjektabl cozelti 100 ml (medifleks setli)
6988,teobag 200 enjektabl cozelti 100 ml (medifleks setsiz)
6989,teobag 400 enjektabl cozelti 500 ml (medifleks setli)
6990,teobag 400 enjektabl cozelti 500 ml (medifleks setsiz)
6991,teokap sr 100 mg 30 kapsul
6992,teokap sr 200 mg 30 kapsul
6993,teokap sr 300 mg 30 kapsul
6994,teory 1 mcg/ml iv enjeksiyonluk cozelti
6995,teory 2 mcg/ml iv enjeksiyonluk cozelti
6996,tepadina 100 mg iv infuzyonluk cozelti hazirlamada kullanilacak konsantre icin toz (1 flakon)
6997,tera-d3 300000 iu/ml im/oral ampul (1 adet)
6998,tera-d3 oral damla
6999,teragrip 650 mg/10 mg/4 mg film kapli tablet (20 film kapli tablet)
7000,"terapix-jel % 0,5 50 gr jel"
7001,teraumon 5 mg 30 tablet
7002,terbin % 1 krem (30 g)
7003,"terbin %1 sprey, cozelti (30 ml)"
7004,terbin 250 mg tablet (28 tablet)
7005,terbisil %1 krem (30 gr)
7006,"terbisil %1 sprey, cozelti (30 ml)"
7007,terbisil 250 mg 14 tablet
7008,terbisil 250 mg 28 tablet
7009,"terbisil plus %1 + %0,1 krem (20 g)"
7010,terigio 14 mg film kapli tablet (28 tablet)
7011,terkur 30 gr krem
7012,terminus %1 30 gr krem
7013,terminus %1 30 ml dermal sprey
7014,terminus 250 mg 14 tablet
7015,terminus 250 mg 28 tablet
7016,ternavir 245 mg 30 film kapli tablet
7017,terolam 800 mg film kapli tablet /180 tablet)
7018,terramycin 30 mg / 10.000 iu deri merhemi
7019,terramycin goz merhemi
7020,"tesara 12,5 mg sert kapsul (28 kapsul)"
7021,tesara 25 mg sert kapsul (28 kapsul)
7022,tesara 50 mg sert kapsul (28 kapsul)
7023,tesroject 250 mg/ml i.m. enjeksiyonluk cozelti
7024,testogel 50 mg transdermal jel iceren sase (30 sase)
7025,"tetavax 0,5 ml enj. icin susp. 1 kull. haz. enjektor"
7026,tetra 250 mg 16 kapsul
7027,tetra 500 mg 16 kapsul
7028,tetradox 100 mg 14 kapsul
7029,"tevagrastim 48 miu/0,8 ml sc/iv enjeksiyon/infuzyon icin cozelti iceren kullanima hazir enjektor 5 enjektor"
7030,"teveten plus 600 mg /12,5 mg 28 film tablet"
7031,texef 200 mg 20 film tablet
7032,thalidomide celgene 50 mg 28 kapsul
7033,theraflu forte 20 film tablet
7034,thermo fuzo %1 + %0.025 jel (50 g)
7035,"thermo gesic %1 + %0,025 jel (50 gr)"
7036,"thermo sulidin %1 + %0,025 likit jel 50 gr "
7037,thermo-doline krem
7038,thermoflex %10 + %1 krem (50 g)
7039,thermove 50 gr krem
7040,thincal 120 mg 84 kapsul
7041,thiocilline 30 gr deri pomadi
7042,thiocilline 5 gr oft. pomad
7043,throduce 0.5 mg sert kapsul (100 kapsul)
7044,"thromboreductin 0,5 mg 100 kapsul"
7045,thyromazol 10 mg film kapli tablet (50 tablet)
7046,thyromazol 5 mg 100 tablet
7047,tibersid 500 mg/ 3 ml iv infuzyon icin enjeksiyonluk cozelti (1 ampul)
7048,tigecid 50 mg iv infuzyon coz. icin liyofilize toz iceren 10 flakon
7049,tigeject 50 mg iv infuzyon coz. icin liyofilize toz iceren 10 flakon
7050,tigrelo 90 mg 56 film kapli tablet
7051,tilac sr 600 mg 10 uzatilmis salimli tablet
7052,tilanta 90 mg film kapli tablet (56 tablet)
7053,tilcotil 20 mg 1 flakon
7054,tilcotil 20 mg 10 film kapli tablet
7055,timosol %050 5 ml damla
7056,tineax 80 mg/g tirnak cilasi seti
7057,tinserc 16 mg 30 tablet
7058,tinserc 8 mg 30 tablet
7059,tinserc bid 24 mg tablet (100 tablet)
7060,tinserc bid 24 mg tablet (30 tablet)
7061,tinserc bid 24 mg tablet (60 tablet)
7062,tio-deksolex 25 mg/4 mg film kapli tablet (20 tablet)
7063,tio-deksolex 25 mg/8 mg film kapli tablet (14 tablet) 
7064,tio-dexiren  25 mg/8 mg 14 film tablet
7065,tio-dexiren 25 mg/4 mg 20 film tablet
7066,tiodik 600 mg film kapli tablet (30 film kapli tablet)
7067,tiofix 18 mcg discair inhalasyon icin toz 60 doz
7068,tioform discair 18/12 mcg inhalasyon icin toz 60 doz
7069,tiopati 600 mg hr 30 film tablet
7070,tiopati-b 600mg / 250mg / 1mg 30 film tablet
7071,tiopram 10 mg 28 film tablet
7072,tiopram 20 mg 28 film tablet
7073,tiorelax 8 mg 14 tablet
7074,tiotek discair 18 mcg inhalasyon icin toz 60 doz
7075,tioumit 18 mcg inh. icin toz iceren 30 kapsul
7076,tirecort %2+%0.1 krem (30 g)
7077,tiremix %2 20 g krem
7078,"tirobif 12,5 mg/50 ml iv inf. icin kon. coz. iceren 1 flakon"
7079,tiromel 25 mcg 100 tablet
7080,"tirostu 12,5 mg/50 ml iv konsantre infuzyonluk cozelti (1 flakon)"
7081,tisinon 10 mg 60 kapsul
7082,tisinon 5 mg 60 kapsul
7083,tisseel lyo 2 ml trombin coz. ve 2 ml fibrinojen coz. iceren iki bilesenli fibrin yapistirici
7084,tivicay 50 mg 30 fi̇lm tablet
7085,tixalor 90 mg fi̇lm kapli tablet (56 tablet)
7086,tiyokas 50 mg+4 mg/2 ml im enjeksiyonluk cozelti (6 ampul)
7087,"tiyokas mono 12,5 mg/1 g jel (60 g)"
7088,toblair 300 mg/5 ml nebulizasyon cozeltisi (56 ampul)
7089,tobradex steril oftalmik suspansiyon
7090,"tobralot 5 mg + 3 mg / ml goz damlasi , suspansiyon"
7091,"tobrased goz % 0,3 5 gr merhem"
7092,"tobrased goz % 0,3 5 ml damla"
7093,"tobrazon %0.3 + %0.1 goz damlasi, suspansiyon"
7094,tobrex  5 ml oft. sol
7095,"tobrex %0,3 steril oftalmik pomad"
7096,"tobsin % 0,3 5 ml oftalmik solusyon"
7097,todavit im / iv enjeksiyonluk / infuzyonluk cozelti hazirlamak icin toz (4 flakon)
7098,tofanzi 5 mg fi̇lm kapli tablet (56 fi̇lm kapli tablet)
7099,tofik 5 mg film kapli tablet (56 tablet)
7100,tofranil 25 mg 50 draje
7101,toinex 250 mg/5 ml enjeksiyonluk cozelti (5 ampul)
7102,toldin 2 mg 56 film kapli tablet
7103,tolperon 150 mg film kapli tablet (30 adet)
7104,tolteridex sr 4 mg uzatilmis salimli sert kapsul (28 kapsul)
7105,tolvon 10 mg 30 tablet
7106,tolvon 10 mg 30 tablet
7107,tolvon 30 mg 14 tablet
7108,tolvon 30 mg 14 tablet
7109,tomec steril oftalmik solusyon 5 ml
7110,topamax 100 mg 60 film tablet
7111,topamax 200 mg 60 film tablet
7112,topamax 25 mg 60 film tablet
7113,topamax 50 mg 60 film tablet
7114,"topiclin %0,03 30 gr merhem"
7115,"topiclin %0,1 merhem"
7116,"topikazol %1 deri spreyi, cozelti"
7117,topikazol %1 krem
7118,topotu 4 mg/4 ml konsantre infuzyon cozeltisi 
7119,toreda sr 4 mg 28 uzatilmis salimli sert kapsul 
7120,torisel 25 mg/ml iv infuzyonluk cozelti icin konsantrat 1 flakon
7121,"toujeo 300 u/ml (1,5 ml) solostar sc enjeksiyonluk cozelti iceren kullanima hazir  enjeksiyon kalemi (5 kalem)"
7122,toviaz 4 mg 28 uzatilmis salimli tablet
7123,toviaz 8 mg 28 uzatilmis salimli tablet
7124,tracleer 125 mg 56 film tablet
7125,"tracleer 62,5 mg 56 film tablet"
7126,tracovol krem 15 gr
7127,tractan 125 mg film kapli tablet (56 film kapli tablet)
7128,"tractan 62,5 mg film kapli tablet (56 film kapli tablet)"
7129,"tractocile 7,5 mg/ml enjeksiyonluk solusyon 0,9 ml 1 flakon"
7130,"tractocile 7,5 mg/ml enjeksiyonluk solusyon icin konsantre 5 ml 1 flakon"
7131,tradolex 100 mg/2 ml im/iv/sc enjeksiyonluk cozelti (5 ampul)
7132,trajenta 5 mg film kapli tablet
7133,trajenta 5 mg film kapli tablet
7134,tramosel 100 mg/2 ml iv/im/sc enjeksiyonluk cozelti iceren 5 ampul
7135,tranexel %10 a/h iv/im enjeksiyonluk cozelti (10 ampul)
7136,tranexel %5 a/h iv/im enjeksiyonluk cozelti (10 ampul)
7137,tranko-buskas 10+10 20 tablet
7138,transamine %10 a/h iv enj. cozelti 10 ampul
7139,transamine %5  5 ml 250 mg 10 ampul
7140,transamine 500 mg 50 film tablet
7141,traumselamin aminoasit sol 500 ml setli sise
7142,traumselamin aminoasit sol 500 ml setsiz sise
7143,"travatan 2,5 ml oftalmik solusyon "
7144,travazol 15 gr krem
7145,"travica %1 + %0,1 krem"
7146,travocort krem 15 gr
7147,travogen %1 krem (30 g)
7148,trazimera 150 mg infuzyonluk cozelti hazirlamada kullanilacak konsantre icin toz
7149,"tre %0,05 krem (30 g) "
7150,"trelegy ellipta 100/62,5/25 mcg kullanima hazir inhalasyon tozu 30 adet"
7151,"trelegy ellipta 200/62,5/25 mcg kullanima hazir inhalasyon tozu 30 adet"
7152,tremfya 100 mg/ml enjeksiyonluk cozelti iceren kullanima hazir kalem (1 kalem)
7153,tremfya 100 mg/ml enjeksi̇yonluk çözelti̇ i̇çeren kullanima hazir enjektör
7154,trendin 250 mg sert kapsul (100 kapsul)
7155,trental cr 600 mg 20 film tablet
7156,trentilin retard 400 mg film kapli tablet(20 film  kapli tablet)
7157,trepar 1 mg 30 tablet
7158,trepoks 100 mg/20 ml infuzyonluk cozelti
7159,trepoks 50 mg/20 ml infuzyonluk cozelti
7160,tretin 30 gr krem
7161,trevicta 175 mg im enjeksiyon icin uzun salimli suspansiyon 
7162,trevicta 263 mg im enjeksiyon icin uzun salimli suspansiyon 
7163,trevicta 350 mg im enjeksiyon icin uzun salimli suspansiyon
7164,trevicta 525 mg im enjeksiyon icin uzun salimli suspansiyon
7165,"trh ferring 0,2 mg/ml iv enjeksiyonluk cozelti iceren 1 ampul"
7166,triakne %10 emulsiyojel 50 g
7167,triakne %5 emulsiyojel 50 g
7168,trianseril 50 mg/25mg 20 kapsul
7169,triaver 1 ml 1 ampul
7170,tribeksol 30 film tablet
7171,tribeksol 50 film tablet
7172,"tribudat 4,8 mg / ml oral suspansiyon hazirlamak icin granul (250 ml)"
7173,tribudat  100 mg tablet (40 tablet)
7174,tribudat forte 200 mg tablet (20 tablet)
7175,tribudat forte 200 mg tablet (40 tablet)
7176,triflucan 100 mg 7 kapsul
7177,triflucan 100 mg/50 ml iv infuzyonluk cozelti (1 flakon)
7178,triflucan 200 mg 7 kapsul
7179,triflucan 5 mg 70 ml surup
7180,trigast 10 mg/800 mg/165 mg 12 cigneme tableti (12 tablet)
7181,trigast 10 mg/800 mg/165 mg 6 cigneme tableti (6 tablet)
7182,trileptal 60 mg 250 ml suspansiyon
7183,trimoks 30 tablet
7184,trimoks fort 20 tablet
7185,trimoks ped. 100 ml suspansiyon
7186,trio 6x14 blister tedavi paketi
7187,"triplixam 10/2,5/10 mg 30 film kapli tablet"
7188,"triplixam 10/2,5/5 mg 30 film kapli tablet"
7189,"triplixam 5/1,25/10 mg 30 film kapli tablet"
7190,"triplixam 5/1,25/5 mg 30 film kapli tablet"
7191,triplus mr 35 mg 60 film kapli modifiye salim tablet
7192,trisequens 28 tablet
7193,triumeq 30 film tablet
7194,trivag 300 mg / 200 mg / 100 mg ovul (3 ovul)
7195,trivastal 50 mg retard 30 tablet
7196,trocmetam 20 mg enjeksiyonluk liyofilize toz 1 flakon 1 cozucu ampul
7197,trodelvy 200 mg infuzyonluk cozelti konsantresi icin toz (1 flakon)
7198,trofselamin aminoasit sol 500 ml setli sise
7199,trofselamin aminoasit sol 500 ml setsiz sise
7200,"trokar %1+ %0,1 krem (15 g)"
7201,tromaban 15 mg fi̇lm kapli tablet (28 tablet)
7202,tromaban 20 mg fi̇lm kapli tablet (28 tablet)
7203,tromboliz 75 mg kapli tablet (50 kapli tablet)
7204,"trombostat 12,5 mg/50 ml iv infuzyon icin konsantre cozelti iceren flakon"
7205,tromboxar 2.5 mg film kapli tablet (56 tablet)
7206,tromboxar 5 mg film kapli tablet
7207,tropamid %0.5 5ml damla
7208,tropamid fort %1 5ml damla
7209,trozasin 200 mg iv infuzyonluk cozelti icin liyo. toz iceren flakon
7210,trujel %5 jel
7211,"trulicity 0,75 mg/0,5 ml kullanima hazir enjeksiyonluk cozelti iceren 4 kalem"
7212,"trulicity 1,5 mg/0,5 ml kullanima hazir enjeksiyonluk cozelti iceren 4 kalem"
7213,truvada 30 film tablet (245 mg + 200 mg)
7214,truvent 200 mg / 245 mg film kapli tablet (30 tablet)
